target_id	length	eff_length	est_counts	tpm
Y110A7A.10	1787	1430.66	1347	40.6093
F27C8.1	1940	1563.37	218	6.01436
F07C3.7	1728	1408.99	257	7.86719
F52H2.2a	1739	1444.79	235.17	7.02054
F52H2.2b	1840	1556.03	209.83	5.81627
T13A10.10a	1734	1382.05	271	8.45743
T13A10.10b	1598	1276.64	0	0
C55C2.5a	1840	1704.74	327.425	8.28413
C55C2.5b	1606	1494.39	7.90733	0.228223
C55C2.5c	1671	1549.63	52.668	1.46593
C55C2.5d	1618	1494.75	0	0
T11F9.4a	1765	1403.9	0	0
T11F9.4b.1	1684	1324.49	314.739	10.2493
T11F9.4b.2	1784	1417.01	61.2608	1.86467
F54D12.3	1503	1274.8	31	1.04885
F28F9.4	1452	1256.58	14	0.480542
Y53H1C.1a	2022	1860.04	973.678	22.578
Y53H1C.1b	1958	1805.61	60.5309	1.44593
C50F2.9	258	64.9	6	3.9875
C50F2.10	414	207.983	12	2.48855
F54B8.5	270	74.5129	0	0
Y38H6C.22	381	182	1	0.236985
T22H6.5	484	266.545	52	8.41446
T22H6.7	646	394.295	133	14.5487
M79.1a	4081	3714.13	212.047	2.46246
M79.1b	4012	3646.81	359.953	4.25722
M79.1c	3997	3620.75	1.65188e-08	1.96776e-10
C24F3.5a	4715	3876.5	176.494	1.96374
C24F3.5b	4726	3883.65	19.5062	0.216634
F12B6.1a	6670	6602.86	66.0593	0.431515
F12B6.1b	6559	6502.91	629.941	4.17817
Y39D8C.1	5545	5498.95	1114	8.73775
Y53C10A.9	4724	4115.29	155	1.62452
AC3.3	1403	1147.1	109.608	4.12132
F19G12.7	1719	1453.09	4	0.11873
F31A3.1	729	530	0	0
Y5H2A.3	1020	811.769	13.7928	0.732847
Y105C5A.4	1008	763.045	4.34188e-05	2.45426e-06
C03A7.7	1174	991.454	54.7709	2.38271
C03A7.8	1317	1150.56	62.5854	2.34617
C03A7.14	1525	1355.76	135.586	4.31344
R09F10.2	1137	891.684	21	1.01579
F35A5.3	1271	1151.89	46	1.72243
T01D1.6	1273	1154.51	154	5.75331
W09B12.1.1	1984	1732.6	9.70175	0.241516
W09B12.1.2	2525	2193.6	171.298	3.36813
Y44E3A.2	1995	1745.35	367	9.0694
Y48B6A.8	2168	1913.07	49.7134	1.12082
Y48B6A.7	1930	1837.13	19	0.446075
C42D8.5a	3282	3021.23	104.699	1.4947
C42D8.5b	1560	1318.71	86.1796	2.81871
ZK455.1	3072	2796.15	6118	94.372
F54H12.1a	2709	2452.12	9364.17	164.71
F54H12.1b	2365	2113.75	3385.69	69.0856
F54H12.1c.1	2500	2255.6	6350.13	121.427
F54H12.1c.2	2562	2307.06	345.013	6.45018
K11G12.2	1888	1550.74	14	0.389388
K11G12.7	1660	1315.82	16	0.524466
K03F8.2	1800	1380.2	11	0.34375
ZK973.5	1666	1324.24	4	0.130282
T09A5.3	1692	1224.03	25	0.880929
ZC504.2	1758	1374.12	47	1.47525
C40C9.2	1909	1616.31	24	0.640444
R02E12.8	1680	1375.05	9	0.282304
D2092.3	1445	1094.45	47	1.85223
R01E6.4a	1926	1618.22	20.8881	0.556743
R01E6.4b	1531	1230.87	33.1119	1.16029
T05C12.2	1595	1162.35	3	0.111321
F25G6.4	1506	1176.89	63	2.30886
F25G6.3	1797	1394.64	103	3.18543
F53E10.2a	1359	1147.8	10.939	0.41106
