target_id	length	eff_length	est_counts	tpm
Y110A7A.10	1787	1532.13	420	22.3883
F27C8.1	1940	1603.8	31	1.57863
F07C3.7	1728	1438.45	175	9.936
F52H2.2a	1739	1530.69	94.5607	5.04537
F52H2.2b	1840	1644.58	14.4393	0.717067
T13A10.10a	1734	1522.53	85	4.55954
T13A10.10b	1598	1394.94	0	0
C55C2.5a	1840	1662.6	52	2.55436
C55C2.5b	1606	1457.62	0	0
C55C2.5c	1671	1521.6	0	0
C55C2.5d	1618	1464.94	0	0
T11F9.4a	1765	1471.94	4.12264e-07	2.28746e-08
T11F9.4b.1	1684	1400.76	49.5328	2.88801
T11F9.4b.2	1784	1502.75	29.4672	1.60148
F54D12.3	1503	1243.18	4	0.262781
F28F9.4	1452	1216.39	4	0.268569
Y53H1C.1a	2022	1674.2	163.016	7.9523
Y53H1C.1b	1958	1619.25	20.6111	1.03957
C50F2.9	258	64.9	6	7.55048
C50F2.10	414	215	0	0
F54B8.5	270	74.5129	0	0
Y38H6C.22	381	182	1	0.448741
T22H6.5	484	257.935	123	38.9461
T22H6.7	646	443.684	177	32.5812
M79.1a	4081	3813.64	35.4406	0.758977
M79.1b	4012	3737.6	0.00568405	0.000124203
M79.1c	3997	3706.03	181.554	4.00096
C24F3.5a	4715	4175.09	153.999	3.01245
C24F3.5b	4726	4186.56	0.00145193	2.83242e-05
F12B6.1a	6670	6538.41	115.329	1.44057
F12B6.1b	6559	6425.02	105.671	1.34323
Y39D8C.1	5545	5488.73	400	5.95191
Y53C10A.9	4724	4339.45	112	2.10791
AC3.3	1403	1330.94	0	0
F19G12.7	1719	1692.21	1	0.0482628
F31A3.1	729	576.931	1	0.141561
Y5H2A.3	1020	887.452	1	0.0920287
Y105C5A.4	1008	809	0	0
C03A7.7	1174	975	0	0
C03A7.8	1317	1297.35	4.28087	0.26949
C03A7.14	1525	1495.41	3.71913	0.203118
R09F10.2	1137	1018.43	8	0.641545
