b,qval,target_id,ens_gene,ext_gene
4.8233809611207095,2.6355215123714196e-19,B0213.17,WBGene00015046,nlp-34
1.80228463314578,1.98976698231784e-24,B0213.3,WBGene00003766,nlp-28
3.06272312287324,5.59967826010579e-20,B0213.4,WBGene00003767,nlp-29
3.50357619014212,1.34016882200055e-09,B0213.5,WBGene00003768,nlp-30
-1.46284154046123,3.856490032742069e-50,B0218.6a,WBGene00015050,clec-51
0.7433651962596579,0.000303465018201731,B0238.1,WBGene00015067,B0238.1
1.5444429591321698,4.87188243040222e-12,B0238.12,WBGene00015076,B0238.12
-0.30408482130670694,3.58886158251668e-05,B0250.5,WBGene00007122,B0250.5
-0.551818721496993,1.42626415478617e-07,B0286.3,WBGene00015116,B0286.3
0.6627225342095769,0.0057698952514982,B0334.1.2,WBGene00007142,ttr-18
-0.5740697697493521,5.79105741594993e-06,B0361.9,WBGene00015163,B0361.9
0.8496764977099951,0.00298486845695963,B0416.7a,WBGene00015182,B0416.7
-0.231327381217583,0.0023764459638615,B0464.7,WBGene00000235,baf-1
-0.7683419688431129,1.09306386716668e-10,B0495.4,WBGene00003730,nhx-2
0.56486337997455,0.00018195526420096002,C01B10.11,WBGene00044294,C01B10.11
-1.8246996059314498,3.88026978342312e-06,C01F6.6a,WBGene00006438,nrfl-1
2.50974990610546,0.000959172174395292,C01G10.17,WBGene00044658,C01G10.17
-0.5912058478632289,2.9496555223935897e-08,C01G8.5b,WBGene00001333,erm-1
-0.7047477764110891,4.39322267984749e-06,C01H6.4,WBGene00007254,C01H6.4
1.36365262322593,3.53036579331888e-18,C02C2.1,WBGene00015332,tyr-1
0.30043530945400604,0.00764103797932427,C03G6.19,WBGene00005647,srp-6
-0.346982739800917,1.88306350381122e-07,C04C3.3,WBGene00015413,pdhb-1
-2.9327998991458797,2.09374905483083e-05,C04E12.10,WBGene00015439,C04E12.10
-3.5294589521541204,3.21421909861082e-49,C04F5.7,WBGene00015449,ugt-63
-1.92205003335868,0.00015079024005141398,C04G6.5,WBGene00015455,C04G6.5
-0.309938539474789,4.07986906560191e-06,C05D11.1,WBGene00015481,C05D11.1
0.876765140994038,1.08622388985169e-05,C05D12.2,WBGene00007340,C05D12.2
-1.29404408108971,3.82234468826585e-06,C05D12.3a.2,WBGene00014666,C05D12.3
-3.80800064009665,1.0911315991924302e-05,C05D12.3b,WBGene00014666,C05D12.3
-0.643735813502074,3.92684691816008e-05,C05D2.4a,WBGene00000239,bas-1
-0.564064856332952,1.0926703771050701e-10,C05D2.8,WBGene00015469,C05D2.8
0.583903525701129,1.73675883389392e-05,C05D9.9b,WBGene00015476,C05D9.9
-2.83584778916238,1.24385752333074e-18,C05E11.4,WBGene00000133,amt-1
-1.5983858335946297,5.5547023598772495e-11,C05E11.5,WBGene00000136,amt-4
1.76172845868054,2.1719548442166998e-14,C05E4.9a,WBGene00001564,icl-1
-1.2667871863306799,2.32329517912762e-17,C05G5.1,WBGene00007347,C05G5.1
-0.434413222134286,1.05542847525379e-10,C06A8.1a,WBGene00015512,mthf-1
1.09220451427792,0.000698300512034518,C06B3.6.1,WBGene00007365,C06B3.6
-0.540236398738631,3.2161506076548705e-16,C06E7.1a,WBGene00015538,sams-3
0.19338729070385602,0.00672373678855267,C06G3.2,WBGene00002228,klp-18
-0.7668478903555949,5.3503728714971706e-05,C06H5.6a,WBGene00007394,C06H5.6
-0.623002788113577,0.00538957463220275,C07A9.4,WBGene00003571,ncx-6
-0.218660109982,0.00396872854767695,C08B11.7,WBGene00006724,ubh-4
-1.10636050269278,2.59569705716272e-09,C08B6.11,WBGene00007431,C08B6.11
-0.41554809970913703,0.00014409780848583702,C08H9.2a,WBGene00007463,vgln-1
0.799004997840043,3.52942075930548e-05,C09F5.1,WBGene00015647,C09F5.1
-1.67454930146642,1.61585178008451e-15,C10C5.3,WBGene00007507,C10C5.3
-0.528089320895849,0.000313247430264717,C10H11.4,WBGene00015693,ugt-28
