b,qval,target_id,ens_gene,ext_gene
-0.9357919581067992,0.000789436699097122,AC3.10,WBGene00004964,spe-10
-1.82585521671172,7.05291769581839e-06,AC7.3,WBGene00014997,AC7.3
-1.1512588938266899,4.81680150454485e-05,AH10.1,WBGene00007082,acs-10
-1.23928414259423,3.9135484266605494e-08,AH6.2,WBGene00007080,sfxn-1.1
-1.1823683276576202,1.10169273163062e-07,AH6.3,WBGene00007081,AH6.3
0.344936030169874,1.19120199378866e-05,AH6.5,WBGene00003231,mex-6
-1.44762030220574,7.95284625732006e-11,B0025.5,WBGene00194700,B0025.5
-1.5189905598421698,0.0009713755810965631,B0034.4,WBGene00015004,B0034.4
0.20889319778152202,0.00527288402896021,B0035.5,WBGene00007108,gspd-1
-1.83557715407141,1.69329581154009e-05,B0041.1,WBGene00015006,B0041.1
-1.2812210877013002,4.201008561274411e-05,B0205.10.2,WBGene00015024,B0205.10
-1.67714831853305,6.82392929277279e-12,B0207.1,WBGene00015026,B0207.1
-1.39176908630967,4.2991023955750203e-08,B0207.11,WBGene00015034,B0207.11
-1.78353976379277,6.13797847953571e-06,B0207.7,WBGene00015030,B0207.7
-1.32837566139683,4.73926229965273e-06,B0207.9,WBGene00015032,B0207.9
-2.9039841147520695,0.000386856449509597,B0213.11a,WBGene00015041,cyp-34A6
3.05200792407519,1.2003251808439099e-09,B0213.17,WBGene00015046,nlp-34
0.64194878205059,0.00033705447872032596,B0213.3,WBGene00003766,nlp-28
0.964471140559109,0.007890074165351809,B0213.4,WBGene00003767,nlp-29
-1.71550272189486,2.7743831518990197e-11,B0218.5,WBGene00015049,B0218.5
-0.32897853523271803,0.00147294775772268,B0218.6a,WBGene00015050,clec-51
-1.61734284507835,2.2997923029654e-17,B0218.7,WBGene00015051,B0218.7
0.5251284178210779,0.00451177684333876,B0228.1,WBGene00015059,B0228.1
-1.7822762488904598,7.08595244289935e-06,B0240.2,WBGene00007117,spe-42
-1.50736519158826,2.2777394206357796e-15,B0244.9,WBGene00015084,B0244.9
-1.3304684929483002,3.9301603443246094e-08,B0252.5,WBGene00015089,B0252.5
-1.4672626672384297,0.000786593735868252,B0261.5,WBGene00015093,B0261.5
-1.5147111636474402,9.877039047335971e-13,B0261.6a,WBGene00015094,B0261.6
-1.5373958793913898,3.4983097304220394e-13,B0273.1a,WBGene00015097,B0273.1
-1.4373865423755199,1.5446497069871901e-10,B0280.11,WBGene00015106,B0280.11
-1.40513576874883,1.85879452864929e-06,B0280.17,WBGene00044674,B0280.17
0.693142861368609,0.000315316105480985,B0281.3,WBGene00015110,B0281.3
0.968707938548381,0.00014467095096179098,B0285.9,WBGene00000512,ckb-2
-0.36470646127406897,0.000425957459477435,B0286.3,WBGene00015116,B0286.3
-0.363982689645528,0.00011197762702417701,B0310.5,WBGene00015141,ugt-46
-1.18344789598558,1.7763479992131e-05,B0361.11,WBGene00015165,B0361.11
1.08022936524666,0.00886635664221355,B0365.6.1,WBGene00007153,clec-41
-1.17942139451772,1.5595666946679598e-07,B0379.2,WBGene00007156,B0379.2
-1.66067790393825,1.0158755489429701e-06,B0379.7.1,WBGene00007159,B0379.7
-0.5126501672340711,0.00047026913326279803,B0391.10,WBGene00007165,B0391.10
0.26192563524087303,0.00637930388300438,B0393.3,WBGene00007168,B0393.3
-2.0055495058568997,4.84202401205785e-09,B0393.4,WBGene00007169,B0393.4
-0.707964424896664,0.00788795915865141,B0393.9b,WBGene00044636,B0393.9
0.27327113886368104,0.00443302150891265,B0403.4,WBGene00015168,pdi-6
-1.3805740200527201,0.0044002075698797395,B0432.11,WBGene00015192,B0432.11
-1.69635509518264,6.090274656886031e-16,B0432.12,WBGene00015193,clec-117
-1.32327177061009,0.00284257738937103,B0454.26,WBGene00206372,B0454.26
0.473943163732432,0.0038660877834220102,B0454.9,WBGene00015200,B0454.9
-1.33172645323037,1.37509445972488e-09,B0491.3,WBGene00007190,rmd-3
-1.41830376342801,0.000631596995881479,B0496.1,WBGene00015210,B0496.1
-1.4926571699218,0.00140688500370455,B0496.6,WBGene00015215,B0496.6
0.7146252461478799,8.782082543535071e-05,B0496.8,WBGene00015217,tes-1
-1.1925383159920702,3.6517167396261e-15,B0511.11,WBGene00015236,B0511.11
-1.8438733463119799,8.5529738053971e-05,B0511.3,WBGene00015229,fbxa-125
-1.6185383669038,1.38576326793603e-08,B0511.4,WBGene00015230,tag-344
0.400093175141642,0.0024657269161512,B0513.1b,WBGene00001562,lin-66
0.6497965997828891,3.16741997769885e-11,B0513.4a,WBGene00007196,B0513.4
-1.1400190129919199,3.7386135148933704e-07,B0523.1,WBGene00002212,kin-31
-1.6137237705515302,2.45483002117094e-06,B0524.2,WBGene00015241,B0524.2
-2.4783870525140497,6.37026218762649e-10,B0524.4,WBGene00015243,B0524.4
-1.6549971500782499,7.468540090721491e-08,B0524.5,WBGene00015244,B0524.5
-1.59464613128645,5.554738795866919e-10,B0545.3,WBGene00015246,scl-23
-1.4504639493488702,2.9126955794390006e-09,BE10.1,WBGene00007209,BE10.1
-1.19571148500572,0.000386856449509597,C01B12.4,WBGene00015287,osta-1
-0.5354653997190221,0.000649717231857036,C01B4.9,WBGene00015273,mct-2
-1.4088409275273601,4.39595329917356e-16,C01F6.2,WBGene00007222,C01F6.2
-1.2743096390671,9.658199682745602e-09,C01G10.1,WBGene00007230,C01G10.1
-1.3831564390031998,4.758555467057121e-12,C01G10.14,WBGene00007239,C01G10.14
-1.31703945512704,2.1273120963690197e-05,C01G12.13,WBGene00044333,C01G12.13
-1.153912886204,3.0570807957788203e-13,C01G12.3,WBGene00007244,C01G12.3
-1.5951469505056501,9.39449257297566e-12,C01G12.8,WBGene00007248,catp-4
-1.4329570773289901,4.65210976799171e-07,C01G12.9,WBGene00007249,C01G12.9
-1.64866104469208,3.0277008282102e-08,C01G5.3,WBGene00015305,C01G5.3
-2.32875020439629,6.743663756670579e-05,C01G5.4a,WBGene00015306,C01G5.4
-1.67381370432151,2.5733691934437204e-10,C01G6.2,WBGene00007224,C01G6.2
0.7123324085691701,4.05061527852062e-08,C01G6.3,WBGene00007225,C01G6.3
0.7203095081534692,4.76406593560358e-05,C01G6.7,WBGene00007228,acs-7
0.39538467937039296,0.00515985820774668,C01G6.8c,WBGene00000289,cam-1
1.67066356651848,9.815221690610978e-33,C02A12.4,WBGene00003096,lys-7
0.21203489077826299,0.00803306889847935,C02C6.1b,WBGene00001130,dyn-1
0.7773384243891149,3.43257780712851e-10,C02F12.4,WBGene00006431,tag-52
-0.7699255152511899,0.00124419163919566,C02F5.10,WBGene00015351,C02F5.10
-0.931529885277417,0.00316106043592928,C02F5.2,WBGene00015345,C02F5.2
-1.18636152269668,3.24924147826261e-07,C02F5.5,WBGene00015348,C02F5.5
-1.66564895330729,0.000453705833277825,C02G6.2,WBGene00015360,C02G6.2
0.19668515371301104,0.00614267977014661,C03B1.12,WBGene00003053,lmp-1
-1.29550778137442,9.32238783184338e-10,C03B8.3,WBGene00015386,C03B8.3
-1.34443930634133,9.10407150616098e-06,C03C10.2,WBGene00007269,C03C10.2
0.317380707750494,0.0013511198193245,C03C10.3,WBGene00004392,rnr-2
-1.41462691444293,1.35916801698358e-11,C03C11.1,WBGene00007274,C03C11.1
-1.20004923132829,0.00879464376678288,C03C11.2,WBGene00001483,fog-3
1.0947320754918,1.1384521588030002e-10,C03E10.5,WBGene00007282,clec-223
1.30075700493374,2.0533330952760103e-07,C03E10.6,WBGene00007283,clec-222
1.08930427106442,0.000232078322582437,C04A11.2,WBGene00007286,C04A11.2
0.48121377985653707,8.510998370672179e-07,C04A11.3,WBGene00007287,gck-4
0.463780817212295,3.12783418947401e-05,C04A11.4,WBGene00000074,adm-2
0.42365681666151295,0.0021309660530284603,C04B4.2,WBGene00007290,C04B4.2
-0.18972038030736998,0.00675433296022135,C04C3.3,WBGene00015413,pdhb-1
-2.0037979552910103,3.8316871235755297e-05,C04E6.4,WBGene00015421,C04E6.4
-1.35649792715688,3.9301603443246094e-08,C04E6.5,WBGene00015422,C04E6.5
0.352196939183338,1.15559996724786e-05,C04F12.1,WBGene00007297,C04F12.1
-1.1722906869304999,1.08160075857041e-05,C04F12.12,WBGene00077685,C04F12.12
-1.7342121053047401,0.00018527493218634298,C04F12.16,WBGene00219286,C04F12.16
-1.39844068393015,0.00603229560553454,C04F12.6,WBGene00007300,C04F12.6
-1.08467446743909,2.8946916648112605e-05,C04F12.7,WBGene00007301,C04F12.7
-0.823644367886575,0.0009816752829782589,C04F5.7,WBGene00015449,ugt-63
1.2687650180486398,0.00027670304328549503,C04F6.3,WBGene00000503,cht-1
-1.3361995999508,1.8790196419990503e-12,C04G2.2,WBGene00007305,C04G2.2
-2.15639400925438,2.87150601204259e-13,C04G2.3,WBGene00014665,C04G2.3
-1.35739046411754,3.08070354435113e-07,C04G2.4,WBGene00003432,msp-36
-1.28748237578135,8.0685134263021e-06,C04G2.5,WBGene00007306,C04G2.5
-1.6153624938763003,1.0009915331370699e-07,C04G2.8.2,WBGene00007307,spch-1
-1.33154852478901,1.7080795915734e-06,C04G2.9,WBGene00007308,C04G2.9
-1.94235692955747,0.007373404581843429,C05B5.12,WBGene00194886,C05B5.12
-1.2857067274266698,3.89370378098712e-07,C05B5.2,WBGene00007320,C05B5.2
-1.99458633605979,1.4161183539045801e-08,C05B5.6,WBGene00007323,fbxa-155
0.473696676381191,1.52932954729997e-07,C05C10.5a,WBGene00007332,C05C10.5
-0.939206811761745,5.96066919279654e-06,C05C12.1,WBGene00007335,C05C12.1
-1.341733036315,4.14309750649962e-12,C05C12.5,WBGene00007337,C05C12.5
-2.9699091105222406,0.000274158114228391,C05D11.6c,WBGene00003523,nas-4
-1.25922606142888,2.30387255111513e-09,C05D2.3,WBGene00015467,basl-1
-1.1956439051298102,1.6602176977070698e-07,C05E11.5,WBGene00000136,amt-4
-1.5592289402897,1.38223237511983e-13,C06A1.3,WBGene00007354,C06A1.3
0.284152490988104,0.000874288381373693,C06A1.4,WBGene00014667,C06A1.4
-1.7027022344602,1.98201606631016e-08,C06A5.2,WBGene00015500,C06A5.2
-1.46686977488805,2.11501159225689e-06,C06A6.7,WBGene00015511,C06A6.7
-1.6031462429781203,2.17573381917681e-11,C06A8.6,WBGene00015516,C06A8.6
-1.38086560694924,6.49675335810996e-05,C06C3.8a,WBGene00007378,C06C3.8
-1.6649755097296899,0.0012025804110558599,C06C6.6,WBGene00007380,C06C6.6
-1.3025159751885,1.28510105989804e-05,C06C6.7,WBGene00007381,C06C6.7
-1.1196498915323798,0.0055503483980043,C06C6.8,WBGene00007382,C06C6.8
-1.42787324196421,0.000180031453292554,C06E1.7,WBGene00015522,C06E1.7
-1.47437923755152,0.000108175049415412,C06E7.6,WBGene00004973,spe-27
0.232961672970072,0.0032731303266468,C06G1.4,WBGene00015547,ain-1
-1.01790997456172,0.00016775600164024,C06G4.4.1,WBGene00015558,C06G4.4
0.80685839109988,6.9585447426828e-07,C07A12.5a,WBGene00005008,spr-3
-1.05429301602841,0.00623011791695135,C07A9.13,WBGene00044227,C07A9.13
0.665339019528543,3.08587761852109e-05,C07A9.9,WBGene00007405,C07A9.9
-1.28255465476805,1.77466665240568e-05,C07E3.4,WBGene00007415,C07E3.4
0.46520823671834,0.0024491469667052897,C07E3.6,WBGene00007417,ceh-58
0.2754569116103269,0.00102308082687664,C07F11.1,WBGene00006593,tol-1
-1.0863806266590101,1.28957654277602e-11,C07G1.6,WBGene00015572,C07G1.6
