target_id	length	eff_length	est_counts	tpm
Y110A7A.10	1787	1453.67	1766	42.6059
F27C8.1	1940	1576.9	105	2.33524
F07C3.7	1728	1418.17	203	5.0201
F52H2.2a	1739	1448.93	247.873	5.99969
F52H2.2b	1840	1552.19	60.1265	1.35852
T13A10.10a	1734	1377.4	234.355	5.96704
T13A10.10b	1598	1268.41	45.6453	1.26206
C55C2.5a	1840	1656.73	256.555	5.43093
C55C2.5b	1606	1442.76	6.59724	0.160366
C55C2.5c	1671	1498.4	21.848	0.511364
C55C2.5d	1618	1448.69	0	0
T11F9.4a	1765	1419.37	6.16643e-05	1.52364e-06
T11F9.4b.1	1684	1337.55	364.001	9.54418
T11F9.4b.2	1784	1432.12	211.999	5.19158
F54D12.3	1503	1246.07	20	0.562904
F28F9.4	1452	1233.38	11	0.312782
Y53H1C.1a	2022	1811.52	1159.16	22.4412
Y53H1C.1b	1958	1757.36	110.254	2.20029
C50F2.9	258	64.9	3	1.62115
C50F2.10	414	215	3	0.48936
F54B8.5	270	74.5129	0	0
Y38H6C.22	381	182	10	1.92696
T22H6.5	484	270.03	109	14.1566
T22H6.7	646	401.256	98	8.56544
M79.1a	4081	3706.55	406.649	3.84765
M79.1b	4012	3639.61	150.327	1.44853
M79.1c	3997	3612.65	31.0237	0.301171
C24F3.5a	4715	3994.35	284.736	2.50001
C24F3.5b	4726	4000.29	0.26418	0.00231608
F12B6.1a	6670	6518.9	436.626	2.34899
F12B6.1b	6559	6414.39	363.374	1.98675
Y39D8C.1	5545	5391.95	1328	8.63768
Y53C10A.9	4724	4159.16	231	1.94783
AC3.3	1403	1112.16	0	0
F19G12.7	1719	1520	0	0
F31A3.1	729	530	0	0
Y5H2A.3	1020	789.244	1.32318	0.0587967
Y105C5A.4	1008	809	0	0
C03A7.7	1174	960.174	0	0
C03A7.8	1317	1116.05	5.10205	0.160327
C03A7.14	1525	1314.94	4.89795	0.130633
R09F10.2	1137	878.351	19	0.758631
F35A5.3	1271	1107.34	7	0.221699
T01D1.6	1273	1106.66	8	0.253526
W09B12.1.1	1984	1721.61	0	0
W09B12.1.2	2525	2199.82	148	2.3595
Y44E3A.2	1995	1727.41	416	8.44587
Y48B6A.8	2168	1904.96	33.463	0.616062
Y48B6A.7	1930	1792.89	31	0.606391
C42D8.5a	3282	3015.28	74.574	0.867371
C42D8.5b	1560	1317.08	43.0097	1.14525
ZK455.1	3072	2796	6993	87.7146
F54H12.1a	2709	2453.7	9396.95	134.311
F54H12.1b	2365	2115.76	3679.3	60.9878
F54H12.1c.1	2500	2257.91	9459.4	146.927
F54H12.1c.2	2562	2308.98	1.36163	0.0206816
K11G12.2	1888	1560.36	18	0.404569
K11G12.7	1660	1338.3	13	0.34067
K03F8.2	1800	1402.7	10	0.250023
ZK973.5	1666	1343.34	5	0.130536
T09A5.3	1692	1277.69	17	0.466626
ZC504.2	1758	1395.53	88	2.2115
C40C9.2	1909	1614.97	8	0.173728
R02E12.8	1680	1379.83	3	0.0762505
D2092.3	1445	1110.9	36	1.13651
R01E6.4a	1926	1615.07	83.8865	1.82157
R01E6.4b	1531	1230.01	40.1135	1.14374
T05C12.2	1595	1209.11	6	0.174032
F25G6.4	1506	1192.46	79	2.32342
F25G6.3	1797	1413.2	88	2.18386
F53E10.2a	1359	1132.56	8.33867	0.258216
F53E10.2b	1616	1371.26	3.66133	0.0936404
F28F8.1	1617	1351.18	78	2.02454
C31H5.3a	1858	1447.57	0	0
C31H5.3b	1841	1423.32	16	0.394242
R06A4.10a	1702	1457.51	0.0015224	3.66321e-05
R06A4.10b	1693	1448.47	8.99848	0.217873
R06A4.10c	1841	1601.01	0	0
F27B3.2	1410	1104.24	9	0.28584
F48E3.7	1435	1102.29	16	0.509058
F59B1.9	1718	1442.64	10	0.243102
T04C12.6.1	1264	1124.97	0	0
T04C12.6.2	1366	1240.54	2381.82	67.3353
T04C12.6.3	1346	1224.75	45575.5	1305.05
T04C12.6.4	1277	1151.49	6220.47	189.456
T04C12.5.1	1321	1163.73	3302.5	99.5261
T04C12.5.2	1335	1180.25	27495.1	817.007
T04C12.4.1	1480	1342.35	4531.22	118.384
T04C12.4.2	1564	1424.4	52401.5	1290.2
T04C12.4.3	1559	1419.94	0.403208	0.00995875
M03F4.2a	1672	1557.54	17922.8	403.562
M03F4.2b.1	1599	1473.71	0.00211127	5.02434e-05
M03F4.2b.2	1603	1480.19	73.9377	1.75184
M03F4.2b.3	1606	1483.18	41527.3	981.944
M03F4.2b.4	1596	1470.89	0.0630876	0.00150421
M03F4.2b.5	1541	1414.65	143.727	3.56315
M03F4.2b.6	1576	1447.34	0.00984627	0.000238587
M03F4.2c	1633	1505.98	48.2645	1.12397
T25C8.2.1	1343	1194.3	6.02488	0.176921
T25C8.2.2	1344	1194.61	26454.5	776.639
F17C8.1	4068	3500.9	241	2.41425
C10F3.3	3343	2891.15	30	0.363912
C44F1.5	4152	3686.43	312	2.96821
T01C2.1	3269	2783.98	352	4.43427
F39C12.2a	2213	1923.75	0	0
F39C12.2b	2525	2213.37	188.179	2.98169
F39C12.2c	2428	2115.61	0	0
F39C12.2d	2049	1782.04	7.11855	0.140094
F39C12.2e	2611	2281.24	39.7023	0.610366
F57F5.4a.1	1990	1595.37	93.9551	2.0654
F57F5.4a.2	2032	1633.88	127.276	2.73194
F57F5.4b	1052	776.598	135.769	6.13126
C04A11.4	3227	2978.45	539	6.34664
ZK154.7	2342	2057.02	441	7.51873
H15N14.1c	3023	2671.17	1267.33	16.6393
H15N14.1d	2851	2485.87	32.7922	0.462635
H15N14.1e	2794	2434.54	1306.79	18.8249
H15N14.1f	3119	2734.25	70.8077	0.908215
H15N14.1g	370	171.002	6.33775	1.29981
T20H4.4	1697	1367.59	1906	48.8779
Y50D7A.7	1886	1737.52	6696	135.154
C02B4.1	4802	4525.59	37	0.286729
F08C6.1a.1	3788	3470.14	427.848	4.32402
F08C6.1a.2	3910	3583.32	304.275	2.97801
F08C6.1b	1163	884.154	292.334	11.5957
F08C6.1c.1	3027	2778.12	13.583	0.171471
F08C6.1c.2	3149	2891.29	9.95961	0.120808
D2030.10a	3221	2573.17	235.219	3.2059
D2030.10b	3222	2571.98	49.7809	0.678797
T14B1.2	1220	908.51	28	1.08087
C02H7.3a	4574	4192.89	119.101	0.9962
C02H7.3b	4428	4072.3	106.899	0.920618
F32A7.6	1780	1561.87	505.175	11.3434
Y87G2A.4	946	702.826	92	4.59077
B0334.8a	3766	3361.4	2018.52	21.06
B0334.8b	428	200.702	100.478	17.5576
F32A6.4a	2137	1902.72	650	11.9807
F32A6.4b	2166	1923.55	0	0
F32A6.4c	375	176.001	0	0
Y62E10A.5a	598	387.44	263.287	23.8325
Y62E10A.5b.1	579	371.813	0	0
Y62E10A.5b.2	574	374.718	75.713	7.08617
F09E5.13	1231	913.61	635.705	24.4028
C25A1.11a	1605	1252.22	285.024	7.98259
C25A1.11b	1599	1248.38	0	0
C41G7.5a	1841	1458.45	0	0
C41G7.5b	1803	1422.26	9	0.221926
F58E10.4	1059	789.218	1072	47.6369
K07C11.2.1	1343	1046.49	1949.19	65.3226
K07C11.2.2	1421	1125.02	3624.81	112.998
B0207.4	1121	873.945	1724	69.1828
C25A11.4a	4737	4585.45	0	0
C25A11.4b	2842	2709.54	471.101	6.09766
C25A11.4c	3829	3683.54	0	0
C25A11.4d	4614	4451.6	1124.98	8.86287
C25A11.4e	3084	2933.66	377.919	4.51788
D1022.7a.1	4264	3717.72	171.387	1.61677
D1022.7a.2	4305	3767.98	792.627	7.37744
D1022.7b.1	4279	3728.85	2017.64	18.9764
D1022.7b.2	4317	3777.24	5053.73	46.9227
D1022.7c.1	1953	1649.5	0.747554	0.015894
D1022.7c.2	1991	1697.9	7.86578	0.162471
C12D8.10a	2119	1751.38	3744.03	74.9728
C12D8.10b	2134	1768.25	285.31	5.65873
C12D8.10c	1996	1634.09	10.6608	0.228801
F28H6.1a	2002	1708.96	289.753	5.94622
F28H6.1b	2381	2013.59	27.247	0.474562
F48F7.1a	4587	4267.68	895.436	7.35848
F48F7.1b	4968	4659.35	737.564	5.55162
T07D3.7a	3247	3236.79	562.196	6.09141
T07D3.7b	3156	3133.16	1067.8	11.9524
F54D8.3a.1	1608	1356.98	1084.53	28.0295
F54D8.3a.2	1703	1444.34	3703.08	89.9163
F54D8.3b.1	1607	1356.91	7.06312	0.182554
F54D8.3b.2	1702	1444.27	33.2738	0.807976
F54D8.3b.3	1666	1396.51	1287.44	32.3317
F54D8.3b.4	1387	1140.3	1795.61	55.2252
K04F1.15	1641	1423.67	4	0.0985366
F36H1.6	2866	2478.62	2199	31.1143
T05H4.13a.1	1583	1345.19	1.23755	0.0322643
T05H4.13a.2	1596	1357.23	328.697	8.49353
T05H4.13b.1	1910	1654.76	31.3106	0.663595
T05H4.13b.2	1923	1666.79	2814.12	59.2117
T05H4.13c.1	1669	1425.65	1.33209	0.0327691
T05H4.13c.2	1682	1437.69	259.298	6.32529
T08B1.3	1379	1133.65	374	11.5701
F56D12.1a.1	1840	1765.44	0.0148433	0.000294866
F56D12.1a.2	1936	1855.91	426.258	8.0549
F56D12.1a.3	1850	1774.3	1659.16	32.7949
F56D12.1b.1	1542	1454.62	1.40703e-05	3.39234e-07
F56D12.1b.2	1638	1545.09	4.99295	0.113331
F56D12.1b.3	1552	1463.48	21.5584	0.516626
